,firm_name,crno,brno,ticker
524,소룩스,1211110051797.0,130-81-66262,290690
525,나인테크,1101116353116.0,227-87-00493,267320
526,원일티엔아이,1350110093737.0,133-81-37918,136150
527,한솔제지,1101115604700.0,104-86-58322,213500
528,동국산업,1101110085583.0,202-81-47522,005160
529,한국알콜,1812110003728.0,610-81-05494,017890
530,와이씨켐,1701110202416.0,504-81-41405,112290
531,중앙첨단소재,1101111686728.0,105-81-99490,051980
532,퀄리타스반도체,1101116743763.0,794-81-00574,432720
533,바이오솔루션,1301110057421.0,124-81-69186,086820
534,에브리봇,1311110396927.0,129-86-92106,270660
535,톱텍,1845110014990.0,621-81-22815,108230
536,노바텍,1351110083661.0,123-86-09157,285490
537,삼익THK,1701110000935.0,503-81-10869,004380
538,파이버프로,1101117648186.0,336-86-01784,368770
539,케이프,1801110051770.0,621-81-22339,064820
540,뷰웍스,1101111775894.0,120-81-93796,100120
541,어보브반도체,1501110093926.0,301-81-88214,102120
542,나무가,1311110126192.0,129-81-77736,190510
543,진원생명과학,1101110191562.0,120-81-14898,011000
544,텔레칩스,1101111799513.0,120-81-94951,054450
545,인터플렉스,1350110042924.0,134-81-21874,051370
546,에이프로젠,1101110122731.0,219-81-00146,007460
547,JW생명과학,1350110057395.0,133-81-25692,234080
548,에이스테크,1201110397241.0,131-81-95829,088800
549,디와이피엔에프,1101111725386.0,113-81-54363,104460
550,엑세스바이오,,000-81-20015,950130
551,탑머티리얼,1311110304011.0,129-86-72468,360070
552,대한약품,1101110080484.0,107-81-34737,023910
553,우진,1345110001814.0,135-81-05713,105840
554,서호전기,1101110591928.0,123-81-26054,065710
555,동양이엔피,1348110004870.0,124-81-34668,079960
556,동국씨엠,1101118651659.0,897-87-02489,460850
557,KZ정밀,1101110342496.0,211-81-15683,036560
558,미창석유,1801110000537.0,601-81-08046,003650
559,한솔테크닉스,1101110004682.0,120-81-53945,004710
560,SG,1201110517154.0,137-86-03486,255220
561,현대비앤지스틸,1101110065395.0,120-81-28432,004560
562,동화약품,1101110043870.0,110-81-00102,000020
563,이화전기,1101110054520.0,215-81-04548,024810
564,진양홀딩스,1801110618091.0,605-81-86253,100250
565,와이지-원,1201110038639.0,122-81-16515,019210
566,엘오티베큠,1615110049069.0,312-81-56143,083310
567,BGF에코머티리얼즈,1350110079381.0,133-81-34551,126600
568,삼지전자,1101110300303.0,119-81-01883,037460
569,에스오에스랩,2001110465372.0,418-88-00382,464080
570,덕산하이메탈,2301110056969.0,620-81-19108,077360
571,경농,1101110089395.0,214-81-08779,002100
572,신원,1101110152770.0,105-81-11908,009270
573,오로스테크놀로지,1311110104403.0,129-81-66452,322310
574,씨에스베어링,1801110611863.0,606-86-06640,297090
575,그린케미칼,1614110012349.0,316-81-03672,083420
576,로체시스템즈,1301110045012.0,124-81-52574,071280
577,일진다이아,1545110029242.0,303-81-40972,081000
578,AP위성,1101114531045.0,119-86-38269,211270
579,삼양엔씨켐,1314110209166.0,134-86-46467,482630
580,비나텍,1341110067418.0,123-81-49760,126340
581,경동제약,1201110003765.0,124-81-35518,011040
582,에스텍,1845110021812.0,621-81-35775,069510
583,조일알미늄,1701110021543.0,502-81-07788,018470
584,성우,1760110007078.0,513-81-06381,458650
585,아바코,1701110166737.0,503-81-43827,083930
586,휴마시스,1101115503308.0,107-88-27778,205470
587,더네이쳐홀딩스,1101112958259.0,106-86-26388,298540
588,현대사료,1615110001572.0,312-81-02894,016790
589,미원화학,2301110172244.0,610-86-04700,134380
590,티씨머티리얼즈,1812110031589.0,610-81-21529,125020
591,대한화섬,1101110012437.0,203-81-43612,003830
592,노루페인트,1341110142575.0,123-86-06034,090350
593,한세예스24홀딩스,1201110019382.0,137-81-08720,016450
594,디에스케이,1341110045290.0,138-81-13022,109740
595,삼화전기,1501110000856.0,315-81-00390,009470
596,엠에스오토텍,1712110005114.0,505-81-05299,123040
597,아이씨티케이,1311110496503.0,649-87-00830,456010
598,마이크로디지탈,1348110073536.0,124-81-99109,305090
599,에스엠벡셀,1341110003058.0,125-81-06772,010580
600,와이솔,1358110154111.0,135-81-98089,122990
601,무림P&P,1812110002548.0,610-81-02842,009580
602,이엠텍,1801110348945.0,621-81-42053,091120
603,아이디스,1601110302755.0,314-86-25786,143160
604,엠케이전자,1345110004412.0,135-81-06406,033160
605,티케이케미칼,1101113783457.0,107-87-01960,104480
606,이랜텍,1345110002375.0,124-81-39417,054210
607,슈피겐코리아,1101114045848.0,120-87-36593,192440
608,한국석유,1101110048490.0,106-81-03639,004090
609,방림,1101110035108.0,107-81-11490,003610
610,이지바이오,1101117474424.0,823-88-01642,353810
611,하나기술,1348110080937.0,124-86-07579,299030
612,디아이씨,1801110025147.0,620-81-10295,092200
613,삼보판지,1243110011322.0,130-81-12669,023600
614,유니켐,1301110011807.0,134-81-03920,011330
615,이구산업,1301110009498.0,134-81-02580,025820
616,조선내화,2046110071943.0,284-81-02978,462520
617,엔케이맥스,1101112421157.0,206-81-66254,182400
618,HB테크놀러지,1311110030335.0,129-81-23356,078150
619,지투파워,1351110102065.0,123-86-25235,388050
620,파워로직스,1101111459191.0,105-81-89099,047310
621,HB솔루션,1311110065514.0,129-81-44690,297890
622,삼양통상,1101110033433.0,220-81-30276,002170
623,한국파마,1801110059112.0,124-81-15899,032300
624,대창단조,1801110039396.0,606-81-30107,015230
625,한독,1101110037005.0,220-81-00530,002390
626,삼화페인트,1101110014433.0,134-81-17477,000390
627,바이오에프디엔씨,1201110388092.0,131-81-94024,251120
628,현대리바트,1345110034097.0,135-81-32239,079430
629,한국주철관,1801110000587.0,603-81-04347,000970
630,코텍,1101110522494.0,130-81-44628,052330
631,녹십자웰빙,1345110083218.0,135-81-72584,234690
632,에스와이,1301110064351.0,124-81-77032,109610
633,에스엠씨지,1342110027733.0,126-81-35848,460870
634,강남제비스코,1801110003391.0,605-81-03330,000860
635,동국S&C,1101112276784.0,104-81-63193,100130
636,NPC,1101110212699.0,134-81-26904,004250
637,우양에이치씨,1350110062633.0,134-81-33443,101970
638,대봉엘에스,1243110016976.0,139-81-19806,078140
639,이노스페이스,1647110071148.0,652-87-00893,462350
640,케이에스피,1801110328550.0,606-81-27539,073010
641,디엔에프,1601110109896.0,314-81-38516,092070
642,디씨엠,1801110071794.0,621-81-16744,024090
643,탑런토탈솔루션,1760110037504.0,513-81-33516,336680
644,마이크로컨텍솔,1845110022448.0,621-81-37017,098120
645,한라IMS,1801110186907.0,606-81-57969,092460
646,DH오토넥스,1101110085541.0,119-81-01490,000300
647,케이엔솔,1101110645353.0,303-81-11045,053080
648,이수화학,1101110008600.0,114-81-54648,005950
649,남선알미늄,1701110005042.0,502-81-00107,008350
650,제노코,1311110127512.0,129-81-78695,361390
651,KEC,1101113525750.0,119-81-91880,092220
652,동양,1101110005333.0,116-81-34352,001520
653,사조동아원,1244110000662.0,136-81-01103,008040
654,한국제지,1741110000618.0,514-81-03863,027970
655,씨티씨바이오,1101111227077.0,215-81-51094,060590
656,삼성제약,1101110032568.0,207-81-00726,001360
657,이노와이어리스,1101112078073.0,120-86-12537,073490
658,와이엠티,1201110185810.0,139-81-39933,251370
659,엘앤케이바이오,1101114017227.0,105-87-26820,156100
660,코다코,1201110147422.0,139-81-31377,046070
661,에코플라스틱,1712110001253.0,505-81-02351,038110
662,보성파워텍,1301110007765.0,134-81-02237,006910
663,파세코,1301110026228.0,134-81-05608,037070
664,태경산업,1348110002080.0,124-81-30662,015890
665,대동전자,1101110134819.0,119-81-04629,008110
666,제이스코홀딩스,1101110045347.0,134-81-15426,023440
667,현대바이오랜드,1101111192981.0,312-81-24525,052260
668,선진뷰티사이언스,1350110029576.0,134-81-01179,086710
669,에이럭스,1101115894492.0,587-81-00224,475580
670,아주스틸,1760110020145.0,513-81-16496,139990
671,켄코아에어로스페이스,1954110024732.0,613-81-69798,274090
672,디이엔티,1615110044697.0,312-81-50095,079810
673,엠에스씨,1845110000147.0,621-81-09054,009780
674,텔콘RF제약,1345110031382.0,135-81-29641,200230
675,대동기어,1911110000758.0,619-81-03305,008830
676,신흥에스이씨,1348110178873.0,124-86-80186,243840
677,삼륭물산,1156110001401.0,128-81-03148,014970
678,범한퓨얼셀,1942110310912.0,730-86-01458,382900
679,알멕,1942110050823.0,609-81-50607,354320
680,동구바이오제약,1101110352156.0,113-81-03336,006620
681,한일사료,1345110004008.0,135-81-05182,005860
682,매일홀딩스,1101110099609.0,203-81-43193,005990
683,티이엠씨,1501110198453.0,317-81-46543,425040
684,태림포장,1301110010015.0,133-81-22623,011280
685,에어레인,1101112183963.0,206-81-55816,163280
686,테고사이언스,1601110114126.0,314-81-40292,191420
687,벽산,1101110113384.0,203-81-43780,007210
688,메타바이오메드,1501110041925.0,315-81-35211,059210
689,DMS,1346110012687.0,125-81-29149,068790
690,케이엔제이,1348110106600.0,124-86-32229,272110
691,인트론바이오,1101111636004.0,215-81-74710,048530
692,서울바이오시스,1350110122156.0,134-81-78872,092190
693,케이알엠,1101111621956.0,214-86-28386,093640
694,오스테오닉,1101114816570.0,113-86-57540,226400
695,라파스,1101113430040.0,105-86-90704,214260
696,효성화학,1101116770188.0,175-88-01164,298000
697,팜스토리,1543110001715.0,303-81-05937,027710
698,파마리서치바이오,1311110242344.0,129-86-38951,217950
699,코리아에프티,1101114290039.0,107-87-32411,123410
700,이랜시스,1101116314449.0,175-86-00569,264850
701,코세스,1243110041444.0,130-81-36434,089890
702,동국생명과학,1101116391778.0,331-81-00733,303810
703,알에스오토메이션,1345110147171.0,142-81-24514,140670
704,에스와이스틸텍,1511110053458.0,572-87-00151,365330
705,코윈테크,1351110047419.0,123-81-46782,282880
706,미래컴퍼니,1101110911192.0,211-81-96221,049950
707,좋은사람들,1101110939326.0,105-81-58242,033340
708,대호에이엘,1701110233338.0,514-81-46009,069460
709,사조씨푸드,1101110271596.0,120-81-16542,014710
710,싸이맥스,1311110153525.0,129-81-91801,160980
711,우신시스템,1101110366719.0,107-81-36263,017370
712,원익피앤이,1348110045535.0,124-81-67704,217820
713,디와이파워,1942110234534.0,609-86-22391,210540
714,금호에이치티,2059110000169.0,409-81-07801,214330
715,하이텍팜,1545110012907.0,303-81-20127,106190
716,원준,1348110166589.0,124-86-73730,382840
717,아모텍,1244110019308.0,136-81-12269,052710
718,대보마그네틱,1101111114589.0,130-81-50004,290670
719,현대에버다임,1101111042574.0,107-81-45758,041440
720,한국무브넥스,1812110000443.0,620-81-00079,010100
721,에르코스,1601110372344.0,305-86-34656,435570
722,현대약품,1243110000250.0,130-81-00988,004310
723,이엠코리아,1943110012186.0,608-81-51660,095190
724,경인양행,1201110005703.0,137-81-00562,012610
725,이엔셀,1101116693918.0,360-86-01147,456070
726,한양디지텍,1348110094160.0,124-86-19959,078350
727,태경비케이,1101110301111.0,109-81-27101,014580
728,금강공업,1801110034320.0,603-81-15882,014280
729,메카로,1201110233338.0,131-81-59560,241770
730,강스템바이오텍,1101114461002.0,119-86-34832,217730
731,PS일렉트로닉스,1717110071503.0,506-81-59541,332570
732,오성첨단소재,1201110097940.0,122-81-28215,052420
733,KH 필룩스,1115110004162.0,127-81-07398,033180
734,에이치씨보광산업,1743110003882.0,508-81-16437,225530
735,휴니드,1341110005202.0,123-81-06174,005870
736,케이엔알시스템,1348110051904.0,124-81-75112,199430
737,양지사,1101110244965.0,119-81-08488,030960
738,코츠테크놀로지,1350110089265.0,134-81-44315,448710
739,엑시콘,1311110058402.0,129-81-40428,092870
740,에스비비테크,1101112113142.0,215-86-00192,389500
741,루미르,1348110182973.0,124-86-85425,474170
742,진로발효,1301110009365.0,134-81-04841,018120
743,링크솔루션,1355110281176.0,374-81-00176,474650
744,디케이티,1201110615990.0,122-86-24946,290550
745,종근당바이오,1101112373308.0,110-81-53652,063160
746,아바텍,1701110179623.0,503-81-46784,149950
747,삼영,1101110010001.0,113-81-06556,003720
748,디알텍,1101115633585.0,107-88-40539,214680
749,대영포장,1101110254104.0,134-81-01183,014160
750,시스웍,1601110176572.0,305-81-70225,269620
751,HDC현대EP,1650110006768.0,311-81-13651,089470
752,SJG세종,1812110000758.0,620-81-00119,033530
753,씨티케이,1101112233560.0,214-86-81682,260930
754,세아특수강,1746110005478.0,506-81-04497,019440
755,페이퍼코리아,2111110000042.0,401-81-00013,001020
756,쎌바이오텍,1244110020587.0,136-81-13410,049960
757,대창,1301110007137.0,133-81-23689,012800
758,코리아나,1101110597166.0,312-81-07545,027050
759,조선선재,1717110086312.0,506-81-70186,120030
760,에이프로젠바이오로직스,1101110036396.0,218-81-00518,003060
761,아셈스,1801110515685.0,603-81-58974,136410
762,화천기계,1101110342181.0,114-81-45488,010660
763,우수AMS,1943110003995.0,608-81-21958,066590
764,오킨스전자,1341110059845.0,138-81-16581,080580
765,광무,1101110779152.0,220-81-10756,029480
766,대진첨단소재,1358110358846.0,206-88-01153,393970
767,형지엘리트,1101112507551.0,105-86-39463,093240
768,제룡산업,1101114722917.0,206-86-58555,147830
769,퓨런티어,1311110230307.0,129-86-32694,370090
770,휴먼테크놀로지,1101112431669.0,119-81-54094,175140
771,스마트레이더시스템,1311110496206.0,436-87-00817,424960
772,워트,1601110172108.0,314-81-65634,396470
773,극동유화,1845110001335.0,621-81-00510,014530
774,태경케미컬,1101110040793.0,220-81-10227,006890
775,일승,1101117196523.0,792-87-01467,333430
776,엑스페릭스,1311110478436.0,768-86-00658,317770
777,위닉스,1301110026260.0,133-81-22434,044340
778,비씨엔씨,1342110058902.0,126-81-72260,146320
779,샘표식품,1101116110045.0,446-87-00473,248170
780,신영와코루,1101110094964.0,119-81-01559,005800
781,삐아,1411110024675.0,226-81-32030,451250
782,와이투솔루션,1101110204498.0,220-81-21836,011690
783,경보제약,1648110001961.0,312-81-04567,214390
784,유비쿼스,1311110475341.0,655-88-00491,264450
785,DKME,1812110002275.0,610-81-02779,015590
786,삼익악기,1201110001818.0,122-81-01045,002450
787,레이,1345110084018.0,135-81-73282,228670
788,에이치엔에스하이텍,1101111219561.0,120-81-65247,044990
789,나노엔텍,1101110550502.0,229-81-08112,039860
790,에프엔에스테크,1345110059459.0,135-81-53423,083500
791,퓨처코어,1358110109900.0,124-86-26732,151910
792,이엘씨,1301110004620.0,124-81-32073,041520
793,씨앤지하이테크,1348110072786.0,124-81-98492,264660
794,지에프씨생명과학,1101112548993.0,211-87-16248,388610
795,풍국주정,1701110000745.0,514-81-20391,023900
796,다산네트웍스,1101110924765.0,129-81-16613,039560
797,라온텍,1311110241362.0,129-86-38645,418420
798,빅텍,1341110048674.0,123-81-39826,065450
799,삼아제약,1341110000765.0,138-81-05823,009300
800,빅솔론,1358110087297.0,124-86-02593,093190
801,한신기계,1301110010346.0,134-81-03309,011700
802,한국수출포장,1101110008882.0,214-81-44931,002200
803,에이텍,1101110954374.0,214-81-56422,045660
804,지앤비에스 에코,1348110105579.0,124-86-31287,382800
805,엔바이오니아,1101112152067.0,214-86-75308,317870
806,유아이엘,1101110320955.0,111-81-18357,049520
807,한스바이오메드,1101111773872.0,206-81-17637,042520
808,세운메디칼,1101110324858.0,204-81-11321,100700
809,엘케이켐,1615110093610.0,312-81-94768,489500
810,세원정공,1701110039207.0,503-81-11081,021820
811,크라운제과,1101116332590.0,411-87-00569,264900
812,우리바이오,1350110103198.0,134-81-55919,082850
813,그린리소스,1615110128011.0,312-86-26173,402490
814,켐트로스,1101115723120.0,838-88-00039,220260
815,동남합성,1101110057012.0,122-81-17945,023450
816,한빛레이저,1601110066145.0,314-81-20108,452190
817,화성밸브,1701110030958.0,503-81-08664,039610
818,광전자,2149110002560.0,403-81-02808,017900
819,엘티씨,1341110160494.0,138-81-43899,170920
820,팜스코,1311110042950.0,129-81-30202,036580
821,크리스에프앤씨,1101111572612.0,207-81-52490,110790
822,웨이비스,1348110407800.0,272-86-00666,289930
823,테라젠이텍스,1101110724107.0,133-81-22943,066700
824,메디아나,1101111168502.0,211-86-37038,041920
825,시지메드텍,1101111453648.0,217-81-13679,056090
826,한선엔지니어링,1801110796665.0,603-81-79945,452280
827,수젠텍,1601110312126.0,314-86-30542,253840
